date,genotype,animal,food,cond,cue,response.time,pir,group,paralyzed,plateID,data_type,log.response
2018_11_13,N2,931,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,5.9,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2018_11_13.oct_1.0.Tyrosine,raw,1.7749523509116738
2019_01_07,N2,1439,OP50,Tyrosine,oct_1.0,6.9,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.9315214116032138
2019_01_07,N2,1440,OP50,Tyrosine,oct_1.0,4.3,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.4586150226995167
2019_01_07,N2,1441,OP50,Tyrosine,oct_1.0,5.7,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.7404661748405046
2019_01_07,N2,1442,OP50,Tyrosine,oct_1.0,8.7,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,2.163323025660538
2019_01_07,N2,1443,OP50,Tyrosine,oct_1.0,14.4,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,2.667228206581955
2019_01_07,N2,1444,OP50,Tyrosine,oct_1.0,4.1,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.410986973710262
2019_01_07,N2,1445,OP50,Tyrosine,oct_1.0,4.2,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.4350845252893227
2019_01_07,N2,1446,OP50,Tyrosine,oct_1.0,3.3,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.1939224684724346
2019_01_07,N2,1447,OP50,Tyrosine,oct_1.0,3.1,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.1314021114911006
2019_01_07,N2,1448,OP50,Tyrosine,oct_1.0,1.6,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,0.47000362924573563
2019_01_07,N2,1449,OP50,Tyrosine,oct_1.0,4.5,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.5040773967762742
2019_01_07,N2,1450,OP50,Tyrosine,oct_1.0,9.1,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,2.2082744135228043
2019_01_07,N2,1451,OP50,Tyrosine,oct_1.0,3.1,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.1314021114911006
2019_01_07,N2,1452,OP50,Tyrosine,oct_1.0,4.3,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.4586150226995167
2019_01_07,N2,1453,OP50,Tyrosine,oct_1.0,3.5,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.252762968495368
2019_01_07,N2,1454,OP50,Tyrosine,oct_1.0,4,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.3862943611198906
2019_01_07,N2,1455,OP50,Tyrosine,oct_1.0,5.5,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.7047480922384253
2019_01_07,N2,1456,OP50,Tyrosine,oct_1.0,5.6,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.7227665977411035
2019_01_07,N2,1457,OP50,Tyrosine,oct_1.0,4.6,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.5260563034950492
2019_01_07,N2,1458,OP50,Tyrosine,oct_1.0,3.5,NA,NA,non-paralyzed,N2.OP50.2019_01_07.oct_1.0.Tyrosine,raw,1.252762968495368
2019_01_07,N2,1460,JUb39,Tyrosine,oct_1.0,3.2,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.1631508098056809
2019_01_07,N2,1461,JUb39,Tyrosine,oct_1.0,2.8,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.0296194171811581
2019_01_07,N2,1462,JUb39,Tyrosine,oct_1.0,6.4,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.8562979903656263
2019_01_07,N2,1463,JUb39,Tyrosine,oct_1.0,3.6,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.2809338454620642
2019_01_07,N2,1464,JUb39,Tyrosine,oct_1.0,5.7,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.7404661748405046
2019_01_07,N2,1465,JUb39,Tyrosine,oct_1.0,8,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,2.0794415416798357
2019_01_07,N2,1467,JUb39,Tyrosine,oct_1.0,5,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.6094379124341003
2019_01_07,N2,1468,JUb39,Tyrosine,oct_1.0,5.6,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.7227665977411035
2019_01_07,N2,1469,JUb39,Tyrosine,oct_1.0,13.1,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,2.5726122302071057
2019_01_07,N2,1470,JUb39,Tyrosine,oct_1.0,5.9,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.7749523509116738
2019_01_07,N2,1471,JUb39,Tyrosine,oct_1.0,6,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.791759469228055
2019_01_07,N2,1473,JUb39,Tyrosine,oct_1.0,3.5,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.252762968495368
2019_01_07,N2,1474,JUb39,Tyrosine,oct_1.0,9.2,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,2.2192034840549946
2019_01_07,N2,1476,JUb39,Tyrosine,oct_1.0,13.8,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,2.624668592163159
2019_01_07,N2,1477,JUb39,Tyrosine,oct_1.0,5.2,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.6486586255873816
2019_01_07,N2,1478,JUb39,Tyrosine,oct_1.0,6.7,NA,NA,non-paralyzed,N2.JUb39.2019_01_07.oct_1.0.Tyrosine,raw,1.9021075263969205
2019_01_07,N2,1479,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,7.1,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.9600947840472698
2019_01_07,N2,1480,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,13.4,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,2.5952547069568657
2019_01_07,N2,1481,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,4.4,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.4816045409242156
2019_01_07,N2,1484,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,3.5,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.252762968495368
2019_01_07,N2,1485,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,6.1,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.8082887711792655
2019_01_07,N2,1486,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,1.3,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,0.26236426446749106
2019_01_07,N2,1487,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,1.9,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,0.6418538861723947
2019_01_07,N2,1488,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,3.1,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.1314021114911006
2019_01_07,N2,1489,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,3.2,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.1631508098056809
2019_01_07,N2,1490,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,1.1,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,0.09531017980432493
2019_01_07,N2,1491,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,4.7,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.547562508716013
2019_01_07,N2,1492,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,3.2,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.1631508098056809
2019_01_07,N2,1493,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,6.2,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.824549292051046
2019_01_07,N2,1494,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,4.1,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,1.410986973710262
2019_01_07,N2,1495,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,15.5,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,2.740840023925201
2019_01_07,N2,1496,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,1.7,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,0.5306282510621704
2019_01_07,N2,1497,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,2.1,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,0.7419373447293773
2019_01_07,N2,1498,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,1.7,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_07.oct_1.0.Tyrosine,raw,0.5306282510621704
2019_01_14,N2,1816,JUb39,Tyrosine,oct_1.0,8.6,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,2.151762203259462
2019_01_14,N2,1817,JUb39,Tyrosine,oct_1.0,0.9,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,-0.10536051565782628
2019_01_14,N2,1818,JUb39,Tyrosine,oct_1.0,8.5,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,2.1400661634962708
2019_01_14,N2,1819,JUb39,Tyrosine,oct_1.0,6.7,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.9021075263969205
2019_01_14,N2,1820,JUb39,Tyrosine,oct_1.0,4.4,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.4816045409242156
2019_01_14,N2,1821,JUb39,Tyrosine,oct_1.0,1.8,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,0.5877866649021191
2019_01_14,N2,1822,JUb39,Tyrosine,oct_1.0,6.9,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.9315214116032138
2019_01_14,N2,1823,JUb39,Tyrosine,oct_1.0,10.8,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,2.379546134130174
2019_01_14,N2,1824,JUb39,Tyrosine,oct_1.0,3.8,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.33500106673234
2019_01_14,N2,1825,JUb39,Tyrosine,oct_1.0,1.1,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,0.09531017980432493
2019_01_14,N2,1826,JUb39,Tyrosine,oct_1.0,2.7,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,0.9932517730102834
2019_01_14,N2,1827,JUb39,Tyrosine,oct_1.0,6.8,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.916922612182061
2019_01_14,N2,1828,JUb39,Tyrosine,oct_1.0,10.9,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,2.388762789235098
2019_01_14,N2,1829,JUb39,Tyrosine,oct_1.0,9.8,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,2.2823823856765264
2019_01_14,N2,1830,JUb39,Tyrosine,oct_1.0,10.1,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,2.3125354238472138
2019_01_14,N2,1831,JUb39,Tyrosine,oct_1.0,5.4,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.6863989535702288
2019_01_14,N2,1832,JUb39,Tyrosine,oct_1.0,7.2,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.9740810260220096
2019_01_14,N2,1833,JUb39,Tyrosine,oct_1.0,6.6,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.8870696490323797
2019_01_14,N2,1834,JUb39,Tyrosine,oct_1.0,4.2,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.4350845252893227
2019_01_14,N2,1835,JUb39,Tyrosine,oct_1.0,5.6,NA,NA,non-paralyzed,N2.JUb39.2019_01_14.oct_1.0.Tyrosine,raw,1.7227665977411035
2019_01_14,N2,1836,OP50,Tyrosine,oct_1.0,1.7,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.5306282510621704
2019_01_14,N2,1837,OP50,Tyrosine,oct_1.0,1.8,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.5877866649021191
2019_01_14,N2,1838,OP50,Tyrosine,oct_1.0,1.2,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.1823215567939546
2019_01_14,N2,1839,OP50,Tyrosine,oct_1.0,5.4,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,1.6863989535702288
2019_01_14,N2,1840,OP50,Tyrosine,oct_1.0,4.6,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,1.5260563034950492
2019_01_14,N2,1841,OP50,Tyrosine,oct_1.0,1.9,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.6418538861723947
2019_01_14,N2,1842,OP50,Tyrosine,oct_1.0,5.1,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,1.62924053973028
2019_01_14,N2,1843,OP50,Tyrosine,oct_1.0,2.1,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.7419373447293773
2019_01_14,N2,1844,OP50,Tyrosine,oct_1.0,1.4,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.3364722366212129
2019_01_14,N2,1845,OP50,Tyrosine,oct_1.0,1.3,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.26236426446749106
2019_01_14,N2,1846,OP50,Tyrosine,oct_1.0,2.3,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.8329091229351039
2019_01_14,N2,1847,OP50,Tyrosine,oct_1.0,1.6,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.47000362924573563
2019_01_14,N2,1848,OP50,Tyrosine,oct_1.0,3.7,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,1.308332819650179
2019_01_14,N2,1849,OP50,Tyrosine,oct_1.0,2.9,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,1.0647107369924282
2019_01_14,N2,1850,OP50,Tyrosine,oct_1.0,1.5,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.4054651081081644
2019_01_14,N2,1851,OP50,Tyrosine,oct_1.0,1.5,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.4054651081081644
2019_01_14,N2,1852,OP50,Tyrosine,oct_1.0,1.4,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.3364722366212129
2019_01_14,N2,1853,OP50,Tyrosine,oct_1.0,0.9,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,-0.10536051565782628
2019_01_14,N2,1854,OP50,Tyrosine,oct_1.0,1.5,NA,NA,non-paralyzed,N2.OP50.2019_01_14.oct_1.0.Tyrosine,raw,0.4054651081081644
2019_01_14,N2,1856,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,3.8,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.33500106673234
2019_01_14,N2,1858,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,5.6,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.7227665977411035
2019_01_14,N2,1859,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,2.1,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,0.7419373447293773
2019_01_14,N2,1861,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,5.4,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.6863989535702288
2019_01_14,N2,1862,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,3.2,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.1631508098056809
2019_01_14,N2,1863,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,3.4,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.2237754316221157
2019_01_14,N2,1864,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,2.6,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,0.9555114450274363
2019_01_14,N2,1865,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,3.6,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.2809338454620642
2019_01_14,N2,1866,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,2.2,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,0.7884573603642703
2019_01_14,N2,1867,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,6.1,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.8082887711792655
2019_01_14,N2,1868,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,2.6,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,0.9555114450274363
2019_01_14,N2,1869,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,3.7,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.308332819650179
2019_01_14,N2,1870,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,2.4,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,0.8754687373538999
2019_01_14,N2,1871,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,2.9,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.0647107369924282
2019_01_14,N2,1872,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,5.2,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.6486586255873816
2019_01_14,N2,1873,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,11.2,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,2.4159137783010487
2019_01_14,N2,1874,JUb39; tdcDel::cmR,Tyrosine,oct_1.0,4.4,NA,NA,non-paralyzed,N2.JUb39; tdcDel::cmR.2019_01_14.oct_1.0.Tyrosine,raw,1.4816045409242156
2019_02_13,N2,2293,OP50,Tyrosine,oct_1.0,1.4,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.3364722366212129
2019_02_13,N2,2294,OP50,Tyrosine,oct_1.0,0.8,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,-0.2231435513142097
2019_02_13,N2,2295,OP50,Tyrosine,oct_1.0,3.5,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,1.252762968495368
2019_02_13,N2,2296,OP50,Tyrosine,oct_1.0,3.4,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,1.2237754316221157
2019_02_13,N2,2297,OP50,Tyrosine,oct_1.0,2.4,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.8754687373538999
2019_02_13,N2,2298,OP50,Tyrosine,oct_1.0,3,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,1.0986122886681098
2019_02_13,N2,2299,OP50,Tyrosine,oct_1.0,1.4,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.3364722366212129
2019_02_13,N2,2300,OP50,Tyrosine,oct_1.0,6.7,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,1.9021075263969205
2019_02_13,N2,2301,OP50,Tyrosine,oct_1.0,2.6,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.9555114450274363
2019_02_13,N2,2302,OP50,Tyrosine,oct_1.0,5.1,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,1.62924053973028
2019_02_13,N2,2303,OP50,Tyrosine,oct_1.0,3.6,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,1.2809338454620642
2019_02_13,N2,2304,OP50,Tyrosine,oct_1.0,2,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.6931471805599453
2019_02_13,N2,2305,OP50,Tyrosine,oct_1.0,1.3,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.26236426446749106
2019_02_13,N2,2306,OP50,Tyrosine,oct_1.0,1.8,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.5877866649021191
2019_02_13,N2,2307,OP50,Tyrosine,oct_1.0,6.2,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,1.824549292051046
2019_02_13,N2,2308,OP50,Tyrosine,oct_1.0,1.7,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.5306282510621704
2019_02_13,N2,2309,OP50,Tyrosine,oct_1.0,2.1,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.7419373447293773
2019_02_13,N2,2310,OP50,Tyrosine,oct_1.0,1.9,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.6418538861723947
2019_02_13,N2,2311,OP50,Tyrosine,oct_1.0,4.4,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,1.4816045409242156
2019_02_13,N2,2312,OP50,Tyrosine,oct_1.0,1.2,NA,NA,non-paralyzed,N2.OP50.2019_02_13.oct_1.0.Tyrosine,raw,0.1823215567939546
2019_02_13,N2,2313,JUb39,Tyrosine,oct_1.0,1.4,NA,NA,non-paralyzed,N2.JUb39.2019_02_13.oct_1.0.Tyrosine,raw,0.3364722366212129
2019_02_13,N2,2317,JUb39,Tyrosine,oct_1.0,15,NA,NA,non-paralyzed,N2.JUb39.2019_02_13.oct_1.0.Tyrosine,raw,2.70805020110221
2019_02_13,N2,2318,JUb39,Tyrosine,oct_1.0,2.9,NA,NA,non-paralyzed,N2.JUb39.2019_02_13.oct_1.0.Tyrosine,raw,1.0647107369924282
2019_02_13,N2,2322,JUb39,Tyrosine,oct_1.0,1.2,NA,NA,non-paralyzed,N2.JUb39.2019_02_13.oct_1.0.Tyrosine,raw,0.1823215567939546
2019_02_13,N2,2323,JUb39,Tyrosine,oct_1.0,3.2,NA,NA,non-paralyzed,N2.JUb39.2019_02_13.oct_1.0.Tyrosine,raw,1.1631508098056809
2019_02_13,N2,2325,JUb39,Tyrosine,oct_1.0,3.2,NA,NA,non-paralyzed,N2.JUb39.2019_02_13.oct_1.0.Tyrosine,raw,1.1631508098056809
