date,genotype,food,cond,cue,plateID,animal,response.time,pir,group,paralyzed,data_type
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,121,0.7,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,122,0.8,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,123,3.4,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,124,0.5,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,125,1.4,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,126,1.2,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,127,2.5,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,128,1.2,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,129,1.2,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,130,0.6,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,131,5.5,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,132,1.2,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,133,2.1,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,134,2.6,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,135,3.3,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,136,2.1,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,137,2.3,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,138,1.4,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,139,1.9,NA,NA,NA,raw
2019-12-20,N2,OP50,Tyrosine,oct_1.0,1,140,1,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,141,2.6,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,142,4.6,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,144,2.3,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,145,10.5,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,146,1.8,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,147,8.2,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,148,7.8,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,149,1.6,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,150,4.6,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,151,2.3,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,152,1.3,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,153,4.7,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,156,3.8,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,157,3.1,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,158,4.5,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,159,2.8,NA,NA,NA,raw
2019-12-20,N2,JUb39,Tyrosine,oct_1.0,2,160,2.3,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,241,1.1,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,242,1.9,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,243,1,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,244,0.7,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,245,2.5,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,246,1.5,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,247,0.9,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,248,2.5,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,249,3.3,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,250,0.9,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,251,0.9,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,252,0.8,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,253,1.2,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,254,1.6,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,255,0.5,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,256,1.5,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,257,1.3,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,258,1.6,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,259,0.9,NA,NA,NA,raw
2019-12-20,cat-1(ok411),OP50,Tyrosine,oct_1.0,1,260,1.8,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,261,0.9,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,262,1.5,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,263,0.7,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,264,0.9,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,265,0.6,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,266,4,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,267,0.9,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,268,1.2,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,269,1.2,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,270,1.2,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,271,1,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,272,1.4,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,273,0.4,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,275,1.3,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,276,1.2,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,277,1,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,278,0.9,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,279,1.4,NA,NA,NA,raw
2019-12-20,cat-1(ok411),JUb39,Tyrosine,oct_1.0,2,280,1.8,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,1,1.4,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,2,1.6,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,3,1.6,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,4,4.2,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,5,1.1,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,6,1.1,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,7,2.6,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,8,1.6,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,9,1.7,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,10,0.9,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,11,1.5,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,12,2,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,13,1.4,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,14,1.6,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,15,1.6,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,16,1.1,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,17,1.3,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,18,1.5,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,19,1.6,NA,NA,NA,raw
2019-12-21,N2,OP50,Tyrosine,oct_1.0,1,20,1.1,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,1,4.6,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,2,1.4,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,3,1.4,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,4,2.2,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,5,2,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,6,1.5,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,7,2.5,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,8,4.2,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,9,1.8,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,10,2.6,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,11,2.8,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,12,2,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,13,2.3,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,14,2,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,15,2.5,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,16,2,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,17,2.3,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,19,4.2,NA,NA,NA,raw
2019-12-21,N2,JUb39,Tyrosine,oct_1.0,2,20,1.3,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,3,1,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,4,1,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,5,1.7,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,6,1.6,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,7,1.2,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,8,1.9,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,9,1.6,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,10,2.1,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,11,2,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,12,1,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,13,2.4,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,14,1.1,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,15,1.2,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,16,1.4,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,17,2.1,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,18,1.3,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,19,1.5,NA,NA,NA,raw
2019-12-21,cat-1(ok411),OP50,Tyrosine,oct_1.0,9,20,1.1,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,1,1.4,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,3,1.6,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,5,0.9,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,6,0.8,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,8,11.8,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,9,2.1,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,10,1.5,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,11,2.5,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,12,1.6,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,13,1.5,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,14,1.4,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,15,1.2,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,16,1.5,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,17,3.1,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,18,2.2,NA,NA,NA,raw
2019-12-21,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,19,1.7,NA,NA,NA,raw
2019-12-22,cat-1(ok411),JUb39,Tyrosine,oct_1.0,10,20,1.7,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,1,1.3,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,2,2.2,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,3,2,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,4,1,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,5,1.3,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,6,3.5,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,7,1.7,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,8,4.1,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,9,0.5,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,10,0.7,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,11,0.9,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,12,0.6,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,13,1.7,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,14,2.9,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,15,0.8,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,16,1,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,17,1,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,18,1.7,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,19,4.5,NA,NA,NA,raw
2019-12-22,N2,OP50,Tyrosine,oct_1.0,1,20,2.3,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,1,3.9,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,6,2.2,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,9,11.3,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,10,6.2,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,13,5.5,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,14,5.4,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,15,4.3,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,16,6.7,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,17,4.5,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,18,4.2,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,19,2.4,NA,NA,NA,raw
2019-12-22,N2,JUb39,Tyrosine,oct_1.0,2,20,3.7,NA,NA,NA,raw
